動畫名稱,ID,集數,年份,季節,字幕組
拳願阿修羅 第二季,647,1-12,2019,秋,喵萌奶茶屋
歌舞伎町夏洛克,645,連載中(03),2019,秋,星空
青春豬頭少年不會夢到懷夢美少女,644,劇場版,2019,春,喵萌奶茶屋
拳願阿修羅,643,1-12,2019,夏,喵萌奶茶屋
我們真的學不來！,522,1-13+OVA1,2019,春,幻櫻
迷你百合,635,1-4,2019,秋,動漫國
TRY KNIGHTS,583,1-12,2019,夏,-
BEM,577,1-12,2019,夏,-
深夜的超自然公務員,524,1-15,2019,春,豌豆
普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？,574,1-12,2019,夏,桜都
超次元戰記 戰機少女 涅普的暑假,624,OVA,2019,夏,DHR百合組
輕鬆百合、,623,OVA,2019,秋,千夏
噬血狂襲 OVA 第三季,460,1-10,2018,秋,動漫國&輕之國度
BLACKFOX 黑狐,615,劇場版,2019,秋,喵萌奶茶屋
戰姬絕唱 SYMPHOGEAR XV,570,1-13,2019,夏,漫游&S.O.N.G.
少女☆歌劇Revue Starlight,394,1-12+OVA1-3,2018,夏,動漫國&茉語星夢
名偵探柯南：紺青之拳,604,劇場版,2019,春,豌豆&幻之
Carole & Tuesday,536,1-24,2019,春,喵萌奶茶屋
YU-NO 在這世界盡頭詠唱愛的少女,508,1-26,2019,春,喵萌茶會
COP CRAFT,568,1-12,2019,夏,喵萌奶茶屋
Re：Stage！Dream days♪,563,1-12,2019,夏,動漫國
艾梅洛閣下II世事件簿 魔眼搜集列車 Grace note,463,1-13,2019,夏,幻櫻
鬼滅之刃,521,1-26,2019,春,豌豆&風之聖殿
MIX,520,1-24,2019,春,極影
滿月之戰 GRANBELM,567,1-13,2019,夏,星空
科學一方通行,575,1-12,2019,夏,桜都
街角魔族,573,1-12,2019,夏,喵萌奶茶屋&千夏
偶像學園Friends！ 第二季,512,1-26,2019,春,雪飄
請問您今天要來點兔子嗎？～Sing For You～,592,OVA,2019,夏,千夏
異世界超能魔術師,571,1-12,2019,夏,-
路人超能100 第一回靈能相談所員工旅遊 ～填滿內心的療癒之旅～,591,OVA,2019,夏,-
胡蝶綺 ～少年信長～,569,1-12,2019,夏,-
只要長得可愛，即使是變態你也喜歡嗎？,565,1-12,2019,夏,喵萌奶茶屋
擅長捉弄人的高木同學 第二季,562,1-12,2019,夏,千夏
GIVEN 被贈與的未來,572,1-11,2019,夏,幻櫻
騷亂時節的少女們,559,1-12,2019,夏,澄空學園&華盟&動漫國
幻影天使 (魔法水果籃),513,1-25,2019,春,喵萌奶茶屋
女高中生的虛度日常,557,1-12,2019,夏,喵萌奶茶屋
為了女兒，我說不定連魔王都能幹掉。,556,1-12,2019,夏,漫貓&愛戀
魔王大人、RETRY！(重來吧，魔王大人！),555,1-12,2019,夏,漫貓&愛戀
流汗吧！健身少女,553,1-12,2019,夏,幻櫻
彼方的阿斯特拉,554,1-12,2019,夏,茉語星夢&動漫國
你遭難了嗎？,548,1-12,2019,夏,動漫國
魔術學姐,547,1-12,2019,夏,喵萌奶茶屋
獵獸神兵,550,1-12,2019,夏,悠哈璃羽
高校星歌劇 第三季,549,1-12,2019,夏,諸神
前進吧！登山少女(向山進發) 第二季,590,1-24+6.5+25,2014,夏,DHR百合組
前進吧！登山少女(向山進發),589,1-12+13,2013,冬,DHR百合組
褲襪視界(Miru Tights),543,1-12+13,2019,春,悠哈璃羽
幼女戰記 劇場版,588,劇場版,2019,冬,幻之
Fate/stay night [Heaven’s Feel] II.迷途之蝶,585,劇場版,2019,冬,雪飄
相對世界。明日終結？,584,劇場版,2019,冬,MCE漢化組
Love Live! Sunshine!! 學園偶像電影~彩虹彼端~,582,劇場版,2019,冬,幻之
JoJo的奇妙冒險 黃金之風,420,1-39,2018,秋,悠哈璃羽&諸神&JOJO吧
魔法少女奈葉 Detonation,581,劇場版,2018,秋,喵萌奶茶屋&千夏
溫泉屋小女將,332,1-24,2018,春,DHR
溫泉屋小女將 劇場版,580,劇場版,2018,夏,SweetSub
搖曳莊的幽奈小姐,393,1-12,2018,夏,動漫國
遊戲王VRAINS,144,連載中(107),2017,春,VRAINSTORM
悠悠哉哉少女日和 Repeat (第二季),579,1-12+13,2015,夏,DHR百合組
悠悠哉哉少女日和,578,1-12+13,2013,秋,DHR百合組
工作細胞,374,1-13+SP+11.5,2018,夏,喵萌奶茶屋
皿三昧,537,1-11,2019,春,悠哈璃羽
八十龜觀察日記,527,1-12,2019,春,小花花同盟戰線
星光少男 KING OF PRISM -Shiny Seven Stars-,544,1-12,2019,春,風之聖殿
劇場版 在地下城尋求邂逅是否搞錯了什麼 ─獵戶座之箭─,552,劇場版,2019,冬,幻之
進擊的巨人 第三季,395,1-22,2018/2019,2018夏/2019春,極影
一弦定音！,523,1-13,2019,春,時雨初空
文豪野犬 (文豪Stray Dogs) 第三季,538,1-12,2019,春,幻櫻
傀儡馬戲團,438,1-36,2018,秋,雪飄
叛逆性百萬亞瑟王 第二季,511,1-13+14,2019,春,-
賢惠幼妻仙狐小姐 (請讓我撒嬌，仙狐大人！),535,1-12,2019,春,DHR
賢者之孫,534,1-12,2019,春,八重櫻
盾之勇者成名錄,465,1-25,2019,冬,桜都
異世界四重奏,532,1-12,2019,春,喵萌茶會
強襲魔女 501部隊出動！,533,1-12,2019,春,桜都
Fairy Gone,530,1-12,2019,春,喵萌奶茶屋
RobiHachi,531,1-12,2019,春,-
多羅羅,472,1-24,2019,冬,喵萌奶茶屋
消滅都市,525,1-12,2019,春,-
超可動女孩 1/6,517,1-12,2019,春,-
信長老師的年幼妻子,519,1-12,2019,春,桜都
高中女生,518,1-12,2019,春,DHR百合組
一個人的○○小日子,516,1-12,2019,春,DHR百合組
滿腦都是○○的我沒辦法談戀愛 (淫亂的青醬無法學習),515,1-12,2019,春,桜都
川柳少女,514,1-12,2019,春,喵萌奶茶屋
天使降臨到我身邊！,476,1-12+OVA,2019,冬,DHR百合組
虛擬小姐在看著你,500,1-12,2019,冬,悠哈璃羽
甲鐵城的卡巴內里 海門決戰,542,1-3,2019,春,幻之
春宵苦短，少女前進吧！,541,劇場版,2017,春,動漫國
劇場版 TRINITY SEVEN 魔道書7使者 -天空圖書館與真紅魔王-,540,劇場版,2019,冬,幻櫻
弦音－風舞高中弓道部－,451,1-13+14,2018,秋,波洛咖啡廳
童話魔法使,275,1-12,2018,冬,動漫國
我家的女僕有夠煩！,419,1-12+13,2018,秋,千夏
琴之森 第二季,498,1-12,2019,冬,Dymy
Infini-T Force,218,1-12,2017,秋,極影
我喜歡的妹妹不是妹妹(我喜歡的是小說裏的你),437,1-10+OVA1-2,2018,秋,喵萌奶茶屋
飛翔吧！戰機少女,493,1-12,2019,冬,喵萌奶茶屋
魔法禁書目錄Ⅲ (第三季),403,1-26,2018,秋,桜都
POP TEAM EPIC,264,1-12+SP,2018,冬,悠哈璃羽
閃亮 美妙☆頻道,333,1-51,2018,春,風之聖殿
動物朋友 2 (第二季),497,1-12,2019,冬,DHR百合組
路人超能100 II (第二季),474,1-13,2019,冬,八重櫻
荒野的壽飛行隊,496,1-12,2019,冬,喵萌奶茶屋
Endro～！,495,1-12,2019,冬,DHR百合組
W’z,470,1-13+14,2019,冬,孤獨青空
刀劍神域 Alicization (第三季上),404,1-24,2018,秋,悠哈璃羽&拉斯觀測組
輝夜姬想讓人告白～天才們的戀愛頭腦戰～,494,1-12,2019,冬,動漫國
不愉快的妖怪庵 續 (第二季),469,1-13,2019,冬,幻櫻
逆轉裁判 Season2 (第二季),424,1-23,2018,秋,DHR&茉語星夢
爆釣 Bar Hunter,408,1-25,2018,秋,-
魔法少女特殊戰明日香,492,1-12,2019,冬,八重櫻
家有女友,491,1-12,2019,冬,桜都
B-PROJECT～絕頂＊Emotion～,489,1-12,2019,冬,-
火之丸相撲,418,1-24,2018,秋,動漫花園
約會大作戰 III (第三季),488,1-12,2019,冬,千夏
格林筆記 The Animation,487,1-12,2019,冬,-
不吉波普不笑,467,1-18,2019,冬,悠哈璃羽
約定的夢幻島,482,1-12,2019,冬,豌豆&風之聖殿
五等分的新娘,486,1-12,2019,冬,時雨初空
偶像學園Friends！,314,1-50,2018,春,雪飄
BanG Dream! 2nd season(第二季),466,1-13,2019,冬,DHR百合組/桜都
臨死！！江古田,483,1-12,2019,冬,幻櫻
同居人是貓(同居人時而在腿上，時而跑到腦袋上。),484,1-12,2019,冬,澄空&雪飄&流雲
明治東京戀伽,462,1-12,2019,冬,-
狂賭之淵×× (第二季),485,1-12,2019,冬,悠哈璃羽
菸草,481,1-12,2019,冬,檸檬水
三次元女友(3D女友 REAL GIRL) 第二季,480,1-12,2019,冬,新番
續‧終物語,504,1-6,2018,秋,喵萌奶茶屋
強風吹拂,409,1-23,2018,秋,DHR
雨色可可亞 side G,478,1-12,2019,冬,-
環戰公主 CIRCLET PRINCESS,477,1-12,2019,冬,-
粉彩回憶,490,1-12,2019,冬,-
巴哈姆特之怒 Manaria Friends (Mysteria Friends),475,1-10,2019,冬,極影
笨拙之極的上野,473,1-12,2019,冬,喵萌奶茶屋
女神異聞錄5,324,1-26.5+SP1-2,2018,春,幻櫻
迷你刀使,471,0-10,2019,冬,茉語星夢&風之聖殿
笑容的代價,468,1-12,2019,冬,極影
高分少女,392,1-15,2018,夏,喵萌茶會
一騎當千 Western Wolves,506,1-3,2019,冬,桜都
悠悠哉哉少女日和 劇場版,505,劇場版,2018,夏,千夏
偶像大師 灰姑娘女孩劇場 第三季,383,1-13,2018,夏,愛戀
就算是爸爸，也想做,479,1-8,2019,冬,幻櫻
Radiant 虛空魔境,425,1-21,2018,秋,-
聖鬥士星矢 聖斗少女翔,458,1-10,2019,冬,喵萌奶茶屋
Hulaing Babies,499,連載中(05),2019,冬,DHR百合組
電影版 我的英雄學院 兩個人的英雄,503,劇場版,2018,夏,悠哈璃羽
企鵝高速公路,501,劇場版,2018,夏,SweetSub
HUG！光之美少女,292,1-49,2018,冬,雪飄
情色漫畫老師,72,1-12+OVA1-2,2017,春,漫貓&愛戀
命運石之門0,339,1-23+OVA,2018,春,喵萌奶茶屋
劇場版 七大罪 天空的囚人,464,劇場版,2018,夏,豌豆
末班車後，在膠囊旅館向上司傳遞微熱的夜晚。,446,1-12,2018,秋,桜都
衛宮家今天的餐桌風景(衛宮家今天的飯),255,1-13,2018,冬,雪飄
尤利西斯 貞德與鍊金騎士,429,1-12,2018,秋,咕咕茶
我讓最想被擁抱的男人給威脅了,423,1-13,2018,秋,幻櫻
哥布林殺手,427,1-12,2018,秋,喵萌奶茶屋
來自繽紛世界的明日,421,1-13,2018,秋,喵萌奶茶屋
閃亂神樂 SHINOVI MASTER -東京妖魔篇- (第二季),445,1-12,2018,秋,幻櫻
終將成為妳,416,1-13,2018,秋,幻櫻不夠熱
齊木楠雄的災難 完結篇,461,1-2,2018,秋,豌豆&風之聖殿
BanG Dream! Girls Band Party!☆PICO,382,1-26,2018,夏,DHR百合組
梅露可物語 -無氣力少年與瓶中少女-,444,1-12,2018,秋,梅露可Wiki&幻之
叛逆性百萬亞瑟王,452,1-10,2018,秋,-
青春豬頭少年不會夢到兔女郎學姊,402,1-13,2018,秋,喵萌奶茶屋
只要別西卜大小姐喜歡就好,440,1-12,2018,秋,-
偶像大師 SideM 有理由Mini！,454,1-12,2018,秋,YG
中間管理錄利根川,362,1-24,2018,夏,-
CONCEPTION 為我而生(產子救世錄),436,1-12,2018,秋,幻櫻
東京喰種:re 第二季,432,1-12,2018,秋,-
大人的防具店,434,1-12,2018,秋,TUcaptions
軒轅劍 蒼之曜,410,1-13,2018,秋,雪飄
One Room 第二季,358,0-12+Extra,2018,夏,動漫國
黃金神威 第二季,433,1-12,2018,秋,幻櫻
宇宙戰艦提拉米斯 第二季,405,1-13,2018,秋,諸神
不受歡迎之家,435,1-12,2018,秋,幻櫻
DOUBLE DECKER! 道格&西里爾,400,1-13,2018,秋,-
書店裡的骷髏店員本田,431,1-12,2018,秋,幻櫻&幻之
Anima Yell!,430,1-12,2018,秋,DHR百合組
RELEASE THE SPYCE (月影特工),428,1-12,2018,秋,喵萌奶茶屋
嫁給非人類,411,1-12,2018,秋,幻櫻
SSSS.GRIDMAN,426,1-12,2018,秋,喵萌茶會
寄宿學校的茱麗葉,422,1-12,2018,秋,悠哈璃羽
錢進球場 第二季,417,1-12,2018,秋,悠哈璃羽
隔壁的吸血鬼美眉,415,1-12,2018,秋,動漫國
Banana Fish(戰慄殺機),370,1-24,2018,夏,極影
佐賀偶像是傳奇(ZombieLand SAGA),414,1-12,2018,秋,喵萌奶茶屋
天空與海洋之間,413,1-12,2018,秋,DHR百合組
夕照少女(茜色少女),407,1-12,2018,秋,DHR&茉語星夢
蒼天之拳 REGENESIS 第二季,406,1-12,2018,秋,-
刃牙 死囚篇,356,1-26,2018,夏,-
搖曳莊的幽奈小姐 OVA,372,1-3,2018,夏,桜都
我想吃掉你的胰臟,459,劇場版,2018,夏,喵不萌
電影版 吹響吧！上低音號～莉茲與青鳥～,456,劇場版,2018,夏,千夏
NO GAME NO LIFE 遊戲人生,455,1-12+SP,2014,春,DHR&輕之國度
RErideD -穿越時空的德希達-,412,1-12,2018,秋,-
能繼續奔跑下去真是太好了。,439,1-4,2018,秋,DHR
INGRESS THE ANIMATION,450,1-11,2018,秋,傲嬌零xWHRES
殺戮的天使,369,1-16,2018,夏,動漫國
道別的早晨就用約定之花點綴吧,453,劇場版,2018,冬,雪飄
魔法律事務所,398,1-12,2018,夏,-
閃亂神樂 夏日對決 -充滿泳裝的前夜祭,449,OVA,2015,冬,幻櫻
閃亂神樂,448,1-12+SP1-6,2013,冬,幻櫻
Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,443,1-12,2016,夏,極影
Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,442,1-10,2015,夏,動漫國
Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,441,1-10+OVA,2014,夏,囧夏
OVERLORD III (第三季),384,1-13,2018,夏,八重櫻
沒有心跳的少女 BEATLESS,279,1-24,2018,冬,動漫國
小邪神飛踢(邪神與廚二病少女),381,1-12+SP,2018,夏,幻櫻
天降女子!～女孩子從2樓…掉了下來!?～,373,1-9,2018,夏,桜都
羽球戰爭！(輕羽飛揚),357,1-13,2018,夏,動漫國
我的英雄學院 第三季,321,1-25,2018,春,八重櫻
LORD of VERMILION 紅蓮之王,389,1-12,2018,夏,-
Happy Sugar Life,387,1-12,2018,夏,幻櫻
碧藍之海,388,1-12,2018,夏,悠哈璃羽&西農YUI
棒球大聯盟2nd,348,1-25,2018,春,Dymy
天狼 Sirius the Jaeger,391,1-12,2018,夏,悠哈璃羽
Free!-Dive to the Future-(第三季),386,1-12,2018,夏,DHR
Angolmois 元寇合戰記,385,1-12,2018,夏,喵萌奶茶屋
千銃士,361,1-12,2018,夏,-
鋼彈創鬥者 潛網大戰(高達創形者),308,1-25,2018,春,茉語星夢&風之聖殿
魯邦三世 PART5,313,1-24,2018,春,魯邦聯會
京都寺町三條商店街的福爾摩斯,380,1-12,2018,夏,喵萌奶茶屋
前進吧！登山少女(向山進發) 第三季,359,1-13,2018,夏,DHR百合組
妖怪旅館營業中,305,1-26,2018,春,-
Planet With,377,1-12,2018,夏,茉語星夢&動漫國
遊戲3人娘(來玩遊戲吧),378,1-12,2018,夏,喵萌茶會
敦君與女朋友,318,1-25,2018,春,幻之
音樂少女,376,1-12,2018,夏,-
百鍊霸王與聖約女武神,375,1-12,2018,夏,澄空&雪飄
遙的接球,368,1-12,2018,夏,悠哈璃羽
千緒的通學路,367,1-12,2018,夏,DHR
昴宿七星(七星的昴星團),366,1-12,2018,夏,波洛咖啡廳
夢王國與沉睡中的100位王子殿下,363,1-12,2018,夏,-
春原莊的管理員小姐,365,1-12,2018,夏,極影
異世界魔王與召喚少女的奴隸魔術,364,1-12,2018,夏,極影
重神機潘多拉,300,1-26,2018,春,-
ISLAND,355,1-12,2018,夏,傲嬌零
異世界居酒屋「阿信」,343,1-12,2018,春,-
Back Street Girls~後街女孩~,360,1-10,2018,夏,西農YUI&喵萌奶茶屋
擺出討厭的表情露出內褲,390,1-6,2018,夏,悠哈璃羽
搖曳露營△,256,1-12+SP,2018,冬,喵萌奶茶屋&千夏
約定的七夜祭,397,ONA,2018,夏,官方
NEKOPARA OVA,247,OVA+OVA Extra,2017,秋,喵萌奶茶屋
Fate/EXTRA Last Encore,290,1-13,2018,冬,雪飄
政宗君的復仇,10,1-12+OAD,2017,冬,動漫國
中二病也想談戀愛！-Take On Me-,396,劇場版,2018,冬,千夏
驚爆危機 Invisible Victory,346,1-12,2018,春,雪飄
擅長捉弄人的高木同學,269,1-12+OVA,2018,冬,千夏
琴之森,330,1-12,2018,春,Dymy
DARLING in the FRANXX,281,1-24,2018,冬,千夏UMA
某殭屍少女的災難,371,1,2018,夏,喵萌奶茶屋
紫羅蘭永恆花園,273,1-13+Extra,2018,冬,動漫國
飆速宅男 GLORY LINE (第四季),285,1-25,2018,冬,Dymy
食戟之靈 餐之皿(第三季下) 遠月列車篇,329,1-12+OVA,2018,春,極影
惡魔高校 D×D HERO(第四季),338,0-12,2018,春,喵萌奶茶屋
Hisone與Masotan,347,1-12,2018,春,DHR&動漫國&茉語星夢
和風喫茶鹿楓堂,345,1-12,2018,春,DHR
鬼燈的冷徹 第二季,210,1-26,2017/2018,2017秋/2018春,豌豆&風之聖殿
刀劍神域外傳Gun Gale Online,322,1-12,2018,春,動漫國
七大罪 戒律的復活 (第二季),260,0-24,2018,冬,豌豆
MEGALO BOX,315,1-13,2018,春,-
奴隸區 我與23個奴隸,344,1-12,2018,春,喵萌茶會
多田君不戀愛,311,1-13,2018,春,動漫花園
Butlers～千年百年物語～,341,1-12,2018,春,-
最終休止符,340,1-12,2018,春,-
平交道時間,337,1-12,2018,春,極影
齊木楠雄的災難 第二季,286,1-24,2018,冬,豌豆&風之聖殿
銀河英雄傳說 Die Neue These 邂逅,336,1-12,2018,春,漫遊&澄空&天香
實驗品家庭,335,1-11,2018,春,DHR
宇宙戰艦提拉米斯,304,1-13,2018,春,諸神
錢進球場,319,1-12,2018,春,悠哈璃羽
卡利古拉(Caligula),326,1-12,2018,春,喵萌茶會
冷然之天秤,328,1-12,2018,春,-
甜心戰士 Universe,331,1-12,2018,春,喵萌奶茶屋
DEVILSLINE 惡魔戰線,323,1-12,2018,春,幻櫻
藍海少女！～Advance～(第二季),299,1-12,2018,春,AQUAWS
魔法少女網站,320,1-12,2018,春,喵萌奶茶屋
失憶融合WIXOSS(Lostorage conflated WIXOSS),325,1-12,2018,春,極影
皇帝聖印戰記,259,1-24,2018,冬,極影
馭刀巫女(刀使之巫女),258,1-24,2018,冬,茉語星夢&風之聖殿
極道超女,317,1-12,2018,春,幻櫻
罪人與龍共舞,316,1-12,2018,春,-
阿宅的戀愛太難,342,1-11,2018,春,動漫國
漫畫女孩,312,1-12,2018,春,西農YUI&喵萌奶茶屋
ALICE OR ALICE～妹控哥哥與雙胞胎妹妹～,310,1-12,2018,春,幻櫻
三次元女友(3D女友 REAL GIRL),309,1-12,2018,春,新番
立花館戀愛三角關係,306,1-12,2018,春,小花花同盟戰線
東京喰種:re,307,1-12,2018,春,風車&波洛咖啡廳
老子是魔法少女(魔法少女 俺),298,1-12,2018,春,DHR百合組
櫻花忍法帖,284,1-24,2018,冬,-
蒼天之拳 REGENESIS,303,1-12,2018,春,-
賽馬娘Pretty Derby,302,1-13,2018,春,DHR百合組
LOST SONG,301,1-12,2018,春,動漫國
牽牛花與加瀨同學,353,劇場版,2018,春,DHR百合組
食戟之靈 貳之皿(第二季),352,1-13,2016,夏,極影
庫洛魔法使 透明牌篇,262,1-22+OAD,2018,冬,喵萌奶茶屋
請問您今天要來點兔子嗎？ ～Dear My Sister～,351,劇場版,2018,冬,極影
偶像星願(IDOLiSH7),283,1-17,2018,冬,-
Fate/stay night [Heaven’s Feel] I.預示之花,350,劇場版,2017,秋,諸神&豌豆&風之聖殿
七美德,289,1-12,2018,冬,幻櫻
3月的獅子 第二季,240,1-22,2017,秋,極影
煙花(煙花，應該和誰看),349,劇場版,2017,夏,喵萌奶茶屋
續『刀劍亂舞－花丸－』(第二季),270,1-12,2018,冬,八重櫻
25歲的女高中生,267,1-12,2018,冬,幻櫻
偶像時間星光樂園,102,1-51,2017,春,風之聖殿
小木乃伊到我家,277,1-12,2018,冬,喵萌奶茶屋
牙鬥獸娘(KILLING BITES),287,1-12,2018,冬,喵萌奶茶屋
妖精森林的小不點,278,1-12,2018,冬,諸神&動漫國
OVERLORD II (第二季),272,1-13,2018,冬,八重櫻
牙狼 VANISHING LINE,230,1-24,2017,秋,極影
居家飲酒趣(酒鬼妹子),282,1-12,2018,冬,TUcaptions
博多豚骨拉麵團,251,1-12,2018,冬,悠哈璃羽
粗點心戰爭 (第二季),276,1-12,2018,冬,極影
愛在雨過天晴時,274,1-12,2018,冬,時雨初空
爆肝工程師的異世界狂想曲,249,1-12,2018,冬,喵萌奶茶屋
奧特怪獸擬人化計劃 (第二季),280,1-12,2018,冬,極影
阿松 第二季,213,1-25,2017,秋,西農YUI
比宇宙更遠的地方,254,1-13,2018,冬,DHR&茉語星夢
刻刻 ─時間暫停─,268,1-12,2018,冬,風之聖殿
龍王的工作！,250,1-12,2018,冬,動漫國
三麗鷗男子,266,1-12,2018,冬,喵萌茶會
三顆星彩色冒險,252,1-12,2018,冬,千夏
學園奶爸,271,1-12,2018,冬,Dymy
citrus~柑橘味香氣~,261,1-12,2018,冬,幻櫻不夠熱
Slow Start,265,1-12,2018,冬,喵萌奶茶屋
魔法使的新娘,227,1-24,2017,秋,動漫國
伊藤潤二驚選集,263,1-12,2018,冬,極影
愛吃拉麵的小泉同學,257,1-12,2018,冬,動漫國
B: The Beginning(B：彼之初),296,1-12,2018,冬,-
A.I.C.O.：化身(A.I.C.O. Incarnation),295,1-12,2018,冬,-
新妹魔王的契約者 DEPARTURES,294,OVA,2018,冬,桜都
NO GAME NO LIFE 遊戲人生 ZERO,293,劇場版,2018,夏,動漫國
偶像大師 灰姑娘女孩劇場 第二季,245,1-13,2017,秋,紫音
Princess Principal,183,1-12+SP1-6,2017,夏,茉語星夢&風之聖殿
惡魔人 Crybaby,288,1-10,2018,冬,幻櫻
魔法高校的劣等生劇場版 呼喚繁星的少女,291,劇場版,2017,春,動漫國
URAHARA,221,1-12,2017,秋,喵萌奶茶屋
"Wake Up, Girls！新章",241,1-13,2017,秋,BBA
動畫同好會,233,1-12,2017,秋,喵萌奶茶屋
結城友奈是勇者 勇者之章,246,1-6,2017,秋,雪飄
Fate/Grand Order -MOONLIGHT/LOSTROOM-,253,1,2018,冬,雪飄
無論何時我們的戀情都是10厘米,242,1-6,2017,秋,時雨初空
Dies irae(神怒之日),224,0-11.5,2017,秋,喵萌茶會
LoveLive! Sunshine!! 第二季,225,1-13,2017,秋,LoveEcho!
Fate/Apocrypha,163,1-25,2017,夏,雪飄
妖怪公寓的優雅日常,172,1-26,2017,夏,幻櫻
側邊車搭檔,232,1-12,2017,秋,DHR百合組
Just Because!,209,1-12,2017,秋,動漫國
品酒要在成為夫妻後,212,1-13+14,2017,秋,時雨初空
戰刻夜血,216,1-12,2017,秋,極影
我家有個魚乾妹R (第二季),231,1-12,2017,秋,愛戀
血界戰線&BEYOND,229,1-12,2017,秋,喵萌奶茶屋
LOVE 米 -WE LOVE RICE- 第二季,236,1-12,2017,秋,幻之
泥鯨之子們在沙地上歌唱,235,1-12+OVA1-2,2017,秋,DHR
如果有妹妹就好了。,204,1-12,2017,秋,動漫國
Code：Realize ～創世的姫君～,226,1-12+OVA,2017,秋,喵萌奶茶屋
奇諾之旅 -the Beautiful World- the Animated Series,208,1-12,2017,秋,喵萌茶會
將國戡亂記,179,1-24,2017,夏,動漫花園
寶石之國,205,1-12,2017,秋,DHR百合組
調教咖啡廳,228,1-12,2017,秋,動漫國&雪飄
大正小小先生,223,1-12,2017,秋,幻櫻
殺戮重生犬屋敷,238,1-11,2017,秋,悠哈璃羽
少女終末旅行,222,1-12,2017,秋,時雨初空
國王遊戲 The Animation,220,1-12,2017,秋,波洛咖啡廳
咕嚕咕嚕魔法陣,193,1-24,2017,夏,風之聖殿&臉腫&茉語星夢
此花亭奇譚,217,1-12,2017,秋,DHR百合組
食戟之靈 餐之皿(第三季上),215,1-12,2017,秋,極影
十二大戰,219,1-12,2017,秋,極影
UQ HOLDER！悠久持有者 ～魔法老師！2～,206,1-12,2017,秋,千夏&小花花同盟戰線
相親對象是我教的強勢問題兒,211,1-12,2017,秋,幻櫻
舞動青春,180,1-24,2017,夏,雪飄
網路勝利組,237,1-10+OVA,2017,秋,漫游
我的女友是個過度認真的處女bitch,207,1-10+11,2017,秋,動漫國
結城友奈是勇者 鷲尾須美之章,239,1-6,2017,秋,雪飄
武裝少女Machiavellianism,110,1-13,2017,春,極影
偶像大師SideM,234,-,2017,秋,-
Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,244,劇場版,2017,夏,幻之
CHAOS;CHILD,30,0-14,2017,冬,動漫國
便利店男友,199,1-12,2017,春,唯夢/總有一天漢化組
THE REFLECTION WAVE ONE,200,1-12,2017,夏,漫游
時間支配者,176,1-13,2017,夏,放學後的死神
裙子下的野獸,166,1-12,2017,夏,幻櫻
18if,197,1-13,2017,夏,BBA
最遊記 RELOAD BLAST,174,1-12,2017,夏,極影
動作女英雄CheerFruit,178,1-12,2017,夏,喵萌奶茶屋
戰姬絕唱 SYMPHOGEAR AXZ,164,1-13,2017,夏,漫游&S.O.N.G.
巴哈姆特之怒 VIRGIN SOUL (第二季),108,1-24,2017,春,動漫花園
地獄少女 宵伽,196,1-12,2017,夏,豌豆
我的英雄學院 第二季,79,1-25,2017,春,八重櫻
獨占我的英雄,182,1-12,2017,夏,幻櫻
海天使之光,194,1-12,2017,夏,極影
Gamers 電玩咖！,195,1-12,2017,夏,幻櫻
野良和皇女和野貓之心,191,1-12,2017,夏,動漫國
歡迎來到實力至上主義的教室,184,1-12,2017,夏,動漫國
半獸人的煩惱,185,1-12,2017,夏,DHR
NEW GAME!! (第二季),160,1-12,2017,夏,動漫國
帶著智慧型手機闖蕩異世界。,189,1-12,2017,夏,喵萌奶茶屋
小林家的女僕龍,29,1-13+OVA+SP,2017,冬,極影
天使的3P,187,1-12,2017,夏,動漫國
騎士&魔法,165,1-13,2017,夏,愛戀
來自深淵,175,1-13,2017,夏,動漫國
梵蒂岡奇蹟調查官,188,1-12,2017,夏,幻櫻
活擊 刀劍亂舞,162,1-13,2017,夏,時雨初空
猜謎王,190,1-12,2017,夏,DHR
狂賭之淵,161,1-12,2017,夏,悠哈璃羽
境界之輪迴 第三季,131,1-25,2017,春,極影
DIVE!!跳水男孩,177,1-12,2017,夏,八重櫻
SAKURA QUEST 櫻花任務,97,1-25,2017,春,極影
戰鬥女子學園,186,1-12,2017,夏,喵萌奶茶屋
捏造陷阱 -NTR-,173,1-12,2017,夏,喵萌奶茶屋&千夏
異世界食堂,169,1-12,2017,夏,悠哈璃羽
徒然喜歡你(徒然CHILDREN),171,1-12,2017,夏,悠哈璃羽
單蠢女孩,170,1-12,2017,夏,幻櫻
戀愛與謊言,168,1-12,2017,夏,千夏
潔癖男子青山！,167,1-12,2017,夏,喵萌奶茶屋
Re:CREATORS,111,1-22,2017,春,豌豆&風之聖殿
雛邏輯～來自幸運邏輯～(Hina Logic),159,1-12,2017,夏,時雨初空
美男戰國◆跨越時空的戀情,198,連載中(09),2017,夏,極影
刀劍神域劇場版 -序列爭戰-,202,劇場版,2017,冬,動漫國
重啟咲良田,101,1-24,2017,春,DHR
辣妹與我的第一次(第一次的辣妹),192,1-10+11,2017,夏,幻櫻
劇場版 艦隊Collection(艦隊收藏),201,劇場版,2016,秋,動漫國
